word,POS,tag
all,DT,O
possessions,NNS,O
on,IN,O
or,CC,O
before,IN,O
the,DT,O
termination,NN,O
date,NN,O
RESIDENT,NNP,O
shall,MD,O
be,VB,O
liable,JJ,O
for,IN,O
additional,JJ,O
rent,NN,O
and,CC,O
damages,NNS,O
which,WDT,O
may,MD,O
include,VB,O
damages,NNS,O
due,JJ,O
to,TO,O
OWNER,NNP,O
S,NNP,O
loss,NN,O
of,IN,O
prospective,JJ,O
new,JJ,O
renters,NNS,O
SOS,POS,O
POSSESSION,NNP,O
If,IN,O
OWNER,NNP,O
is,VBZ,O
unable,JJ,O
to,TO,O
deliver,VB,O
possession,NN,O
of,IN,O
the,DT,O
residence,NN,O
to,TO,O
RESIDENTS,VB,O
on,IN,O
the,DT,O
agreed,NN,O
date,NN,O
because,IN,O
of,IN,O
the,DT,O
loss,NN,O
or,CC,O
destruction,NN,O
of,IN,O
the,DT,O
residence,NN,O
or,CC,O
because,IN,O
of,IN,O
the,DT,O
failure,NN,O
of,IN,O
the,DT,O
prior,JJ,O
residents,NNS,O
to,TO,O
vacate,VB,O
or,CC,O
for,IN,O
any,DT,O
other,JJ,O
reason,NN,O
the,DT,O
RESIDENT,NNP,O
and,CC,O
or,CC,O
OWNER,NNP,O
may,MD,O
immediately,RB,O
cancel,VB,O
and,CC,O
terminate,VB,O
this,DT,O
agreement,NN,O
upon,IN,O
written,VBN,O
notice,NN,O
to,TO,O
the,DT,O
other,JJ,O
party,NN,O
at,IN,O
their,PRP$,O
last,JJ,O
known,JJ,O
address,NN,O
whereupon,IN,O
neither,CC,O
party,NN,O
shall,MD,O
have,VB,O
liability,NN,O
to,TO,O
the,DT,O
other,JJ,O
and,CC,O
any,DT,O
sums,NNS,O
paid,VBN,O
under,IN,O
this,DT,O
Agreement,NNP,O
shall,MD,O
be,VB,O
refunded,VBN,O
in,IN,O
full,JJ,O
If,IN,O
neither,DT,O
party,NN,O
cancels,VBZ,O
this,DT,O
Agreement,NNP,O
shall,MD,O
be,VB,O
prorated,VBN,O
and,CC,O
begin,VB,O
on,IN,O
the,DT,O
date,NN,O
of,IN,O
actual,JJ,O
possession,NN,O
SOS,NNP,O
INSURANCE,NNP,O
RESIDENT,NNP,O
acknowledges,VBZ,O
that,IN,O
OWNERS,FW,O
insurance,NN,O
does,VBZ,O
not,RB,O
cover,VB,O
personal,JJ,O
property,NN,O
damage,NN,O
caused,VBN,O
by,IN,O
fire,NN,O
theft,NN,O
rain,VBP,O
war,NN,O
acts,NNS,O
of,IN,O
God,NNP,O
acts,NNS,O
of,IN,O
others,NNS,O
and,CC,O
or,CC,O
any,DT,O
other,JJ,O
causes,NNS,O
nor,CC,O
shall,MD,O
OWNER,NNP,O
be,VB,O
held,VBN,O
liable,JJ,O
for,IN,O
such,JJ,O
losses,NNS,O
RESIDENT,NNP,O
is,VBZ,O
hereby,RB,O
advised,VBN,O
to,TO,O
obtain,VB,O
his,PRP$,O
own,JJ,O
insurance,NN,O
policy,NN,O
to,TO,O
cover,VB,O
any,DT,O
personal,JJ,O
losses,NNS,O
SOS,NNP,O
RIGHT,NNP,O
OF,NNP,O
ENTRY,NNP,O
AND,NNP,O
INSPECTION,NNP,O
OWNER,NNP,O
may,MD,O
enter,VB,O
inspect,NN,O
and,CC,O
or,CC,O
repair,VB,O
the,DT,O
premises,NNS,O
at,IN,O
any,DT,O
time,NN,O
in,IN,O
case,NN,O
of,IN,O
emergency,NN,O
or,CC,O
suspected,VBN,O
abandonment,JJ,O
OWNER,NNP,O
shall,MD,O
give,VB,O
24,CD,O
hours,NNS,O
advance,JJ,O
notice,NNS,O
and,CC,O
may,MD,O
enter,VB,O
for,IN,O
the,DT,O
purpose,NN,O
of,IN,O
showing,VBG,O
the,DT,O
premises,NNS,O
during,IN,O
normal,JJ,O
business,NN,O
hours,NNS,O
to,TO,O
prospective,JJ,O
renters,NNS,O
buyers,NNS,O
lenders,NNS,O
for,IN,O
smoke,NN,O
alarm,NN,O
inspections,NNS,O
and,CC,O
or,CC,O
for,IN,O
normal,JJ,O
inspections,NNS,O
and,CC,O
repairs,NNS,O
OWNER,NNP,O
is,VBZ,O
permitted,VBN,O
to,TO,O
make,VB,O
all,DT,O
alterations,NNS,O
repairs,NNS,O
and,CC,O
maintenance,NN,O
that,IN,O
in,IN,O
OWNER,NNP,O
S,NNP,O
judgment,NN,O
is,VBZ,O
necessary,JJ,O
to,TO,O
perform,VB,O
SOS,NNP,O
ASSIGNMENT,NNP,O
RESIDENT,NNP,O
agrees,VBZ,O
not,RB,O
to,TO,O
transfer,VB,O
assign,NN,O
or,CC,O
sublet,VB,O
the,DT,O
premises,NNS,O
or,CC,O
any,DT,O
part,NN,O
thereof,NN,O
SOS,NNP,O
PARTIAL,NNP,O
INVALIDITY,NNP,O
Nothing,NNP,O
contained,VBD,O
in,IN,O
this,DT,O
Agreement,NNP,O
shall,MD,O
be,VB,O
construed,VBN,O
as,IN,O
waiving,VBG,O
any,DT,O
of,IN,O
the,DT,O
OWNER,NNP,O
S,NNP,O
or,CC,O
RESIDENT,NNP,O
S,NNP,O
rights,NNS,O
under,IN,O
the,DT,O
law,NN,O
If,IN,O
any,DT,O
part,NN,O
of,IN,O
this,DT,O
Agreement,NNP,O
shall,MD,O
be,VB,O
in,IN,O
conflict,NN,O
with,IN,O
the,DT,O
law,NN,O
that,IN,O
part,NN,O
shall,MD,O
be,VB,O
void,JJ,O
to,TO,O
the,DT,O
extent,NN,O
that,IN,O
it,PRP,O
is,VBZ,O
in,IN,O
conflict,NN,O
but,CC,O
shall,MD,O
not,RB,O
invalidate,VB,O
this,DT,O
Agreement,NNP,O
nor,CC,O
shall,MD,O
it,PRP,O
affect,VB,O
the,DT,O
validity,NN,O
or,CC,O
enforceability,NN,O
of,IN,O
any,DT,O
other,JJ,O
provision,NN,O
of,IN,O
this,DT,O
Agreement,NNP,O
SOS,NNP,O
NO,NNP,O
WAIVER,NNP,O
OWNER,NNP,O
S,NNP,O
acceptance,NN,O
of,IN,O
rent,NN,O
with,IN,O
knowledge,NN,O
of,IN,O
any,DT,O
default,NN,O
by,IN,O
RESIDENT,NNP,O
or,CC,O
waiver,NN,O
by,IN,O
OWNER,NNP,O
of,IN,O
any,DT,O
breach,NN,O
of,IN,O
any,DT,O
term,NN,O
of,IN,O
this,DT,O
Agreement,NNP,O
shall,MD,O
not,RB,O
constitute,VB,O
a,DT,O
waiver,NN,O
of,IN,O
subsequent,JJ,O
breaches,NNS,O
Failure,NN,O
to,TO,O
require,VB,O
compliance,NN,O
or,CC,O
to,TO,O
exercise,VB,O
any,DT,O
right,JJ,O
shall,MD,O
not,RB,O
be,VB,O
constituted,VBN,O
as,IN,O
a,DT,O
waiver,NN,O
by,IN,O
OWNER,NNP,O
of,IN,O
said,VBD,O
term,NN,O
condition,NN,O
and,CC,O
or,CC,O
right,JJ,O
and,CC,O
shall,MD,O
not,RB,O
affect,VB,O
the,DT,O
validity,NN,O
or,CC,O
enforceability,NN,O
of,IN,O
any,DT,O
provision,NN,O
of,IN,O
this,DT,O
Agreement,NNP,O
SOS,NNP,O
ATTORNEY,NNP,O
FEES,NNP,O
If,IN,O
any,DT,O
legal,JJ,O
action,NN,O
or,CC,O
proceedings,NNS,O
be,VB,O
brought,VBN,O
by,IN,O
either,DT,O
party,NN,O
of,IN,O
this,DT,O
Agreement,NNP,O
the,DT,O
prevailing,VBG,O
party,NN,O
shall,MD,O
be,VB,O
reimbursed,VBN,O
for,IN,O
all,DT,O
reasonable,JJ,O
attorney,NN,O
s,NN,O
fees,NNS,O
and,CC,O
costs,NNS,O
in,IN,O
addition,NN,O
to,TO,O
other,JJ,O
damages,NNS,O
awarded,VBN,O
SOS,NNP,O
JOINTLY,NNP,O
AND,NNP,O
SEVERALLY,NNP,O
The,DT,O
undersigned,JJ,O
RESIDENTS,NNP,O
are,VBP,O
jointly,RB,O
and,CC,O
severally,RB,O
responsible,JJ,O
and,CC,O
liable,JJ,O
for,IN,O
all,DT,O
obligations,NNS,O
under,IN,O
this,DT,O
agreement,NN,O
SOS,NNP,O
REPORT,NNP,O
TO,NNP,O
CREDIT,NNP,O
TENANT,NNP,O
AGENCIES,NNP,O
You,PRP,O
are,VBP,O
hereby,RB,O
notified,VBN,O
that,IN,O
a,DT,O
nonpayment,JJ,O
late,JJ,O
payment,NN,O
or,CC,O
breach,NN,O
of,IN,O
any,DT,O
of,IN,O
the,DT,O
terms,NNS,O
of,IN,O
this,DT,O
rental,JJ,O
agreement,NN,O
may,MD,O
be,VB,O
submitted,VBN,O
reported,VBN,O
to,TO,O
a,DT,O
credit,NN,O
and,CC,O
or,CC,O
tenant,VB,O
reporting,NN,O
agency,NN,O
and,CC,O
may,MD,O
create,VB,O
a,DT,O
negative,JJ,O
credit,NN,O
record,NN,O
on,IN,O
your,PRP$,O
credit,NN,O
report,NN,O
SOS,NNP,O
NOTICES,NNP,O
All,NNP,O
notices,NNS,O
to,TO,O
RESIDENT,VB,O
shall,MD,O
be,VB,O
served,VBN,O
at,IN,O
RESIDENT,NNP,O
S,NNP,O
premises,NNS,O
and,CC,O
all,DT,O
notices,NNS,O
to,TO,O
OWNER,VB,O
shall,MD,O
be,VB,O
served,VBN,O
at,IN,O
NO,NNP,O
343,NNP,O
Jalan,NNP,O
Baru,NNP,O
Kg,NNP,O
Benoni,NNP,O
89607,CD,O
Papar,NNP,O
SOS,NNP,O
INVENTORY,NNP,O
The,DT,O
premises,NNS,O
contains,VBZ,O
the,DT,O
following,JJ,O
items,NNS,O
that,IN,O
the,DT,O
RESIDENT,NNP,O
may,MD,O
use,VB,O
SOS,NNP,O
Water,NNP,O
Pump,NNP,O
SOS,NNP,O
Water,NNP,O
Heater,NNP,O
SOS,NNP,O
House,NNP,O
Alarm,NNP,O
SOS,NNP,O
Water,NNP,O
Tank,NNP,O
SOS,NNP,O
KEYS,NNP,O
AND,NNP,O
ADDDENDUMS,NNP,O
RESIDENT,NNP,O
acknowledges,VBZ,O
receipt,NN,O
of,IN,O
the,DT,O
Keys,NNP,O
t,NN,O
and,CC,O
House,NNP,O
SOS,NNP,O
Alarm,NNP,O
Remote,NNP,O
1,CD,O
which,WDT,O
shall,MD,O
be,VB,O
deemed,VBN,O
part,NN,O
of,IN,O
this,DT,O
Agreement,NNP,O
SOS,NNP,O
ENTIRE,NNP,O
AGREEMENT,NNP,O
This,DT,O
Agreement,NNP,O
constitutes,VBZ,O
the,DT,O
entire,JJ,O
Agreement,NNP,O
between,IN,O
OWNER,NNP,O
and,CC,O
RESIDENT,NNP,O
No,NNP,O
oral,JJ,O
agreements,NNS,O
have,VBP,O
been,VBN,O
entered,VBN,O
into,IN,O
and,CC,O
all,DT,O
modifications,NNS,O
or,CC,O
notices,NNS,O
shall,MD,O
be,VB,O
in,IN,O
writing,VBG,O
to,TO,O
be,VB,O
valid,JJ,O
SOS,NNP,O
RECEIPT,NNP,O
OF,NNP,O
AGREEMENT,NNP,O
The,DT,O
undersigned,JJ,O
RESIDENTS,NNP,O
have,VBP,O
read,VBN,O
and,CC,O
understand,VB,O
this,DT,O
Agreement,NNP,O
and,CC,O
hereby,RB,O
acknowledge,JJ,O
receipt,NN,O
of,IN,O
a,DT,O
copy,NN,O
of,IN,O
this,DT,O
Rental,JJ,O
Agreement,NNP,O
SOS,NNP,O
MOHD,NNP,O
KHAIRUN,NNP,O
BIN,NNP,O
ZAKARIA,NNP,O
tSUHAIMI,NN,O
AG,NNP,O
AMAN,NNP,O
SOS,NNP,O
G21786,NNP,O
t790728,NN,O
xe2,NNP,O
x80,NNP,O
x94,VBD,O
12,CD,O
xe2,NNP,O
x80,NNP,O
x94,NNP,O
5105,CD,O
SOS,NNP,O
WITNESS,NNP,O
xe2,NNP,O
x80,NNP,O
x99S,NNP,O
SIGNATURE,NNP,O
SOS,NNP,O
NOOR,NNP,O
AZEENAH,NNP,O
MICHAEL,NNP,O
810806,CD,O
12,CD,O
5182,CD,O
SOS,NNP,O
xc2,NNP,O
xa9,NNP,O
xe2,NNP,O
x80,NNP,O
x9cLesconcierges,VBZ,O
Help,NNP,O
Desk,NNP,O
xe2,NNP,O
x80,NNP,O
x9d,NNP,O
xc2,NNP,O
xa9,NNP,O
SOS,NNP,O
For,IN,O
rental,JJ,O
agreement,NN,O
request,NN,O
take,NN,O
only,RB,O
the,DT,O
details,NNS,O
as,IN,O
SOS,NNP,O
mentioned,VBD,O
below,IN,O
SOS,NNP,O
Note,NNP,O
Request,NNP,O
you,PRP,O
to,TO,O
fill,VB,O
the,DT,O
details,NNS,O
in,IN,O
capital,NN,O
letters,NNS,O
and,CC,O
these,DT,O
all,DT,O
details,NNS,O
are,VBP,O
mandatory,JJ,O
SOS,NNP,O
Request,NNP,O
number,NN,O
SRF,NNP,O
and,CC,O
Desk,NNP,O
Name,NNP,O
SOS,NNP,O
Value,NNP,O
of,IN,O
stamp,JJ,O
paper,NN,O
Rs,NNP,O
20,CD,O
or,CC,O
50,CD,O
or,CC,O
100,CD,O
or,CC,O
200,CD,O
SOS,NNPS,O
Commencing,VBG,O
starting,VBG,O
date,NN,O
of,IN,O
agreement,NN,O
t,NN,O
1,CD,B-startdate
4,CD,I-startdate
2014,CD,I-startdate
SOS,NNP,O
Monthly,NNP,O
Rent,NNP,O
amount,NN,O
in,IN,O
words,NNS,O
also,RB,O
t,VBP,O
EIGHT,NNP,O
THOUSAND,NNP,O
ONLY,NNP,O
SOS,NNP,O
Security,NNP,O
Deposit,NNP,O
or,CC,O
advance,NN,O
amount,NN,O
in,IN,O
words,NNS,O
also,RB,O
FIFTY,NNP,B-value
THOUSAND,NNP,I-value
ONLY,NNP,O
SOS,NNP,O
6,CD,O
Owner,NNP,O
NAME,NNP,O
and,CC,O
Address,NNP,O
SHIVANAND,NNP,B-partyone
NO,NNP,O
17,CD,O
6th,CD,O
MAIN,NNP,O
2nd,CD,O
CROSS,NNP,O
VINAYAKA,NNP,O
SOS,NNP,O
LAYOUT,NNP,O
CHINNAPANNAHALLI,NNP,O
MARATHAHALLI,NNP,O
BANGALORE,NNP,O
560037,CD,O
SOS,NNP,O
7,CD,O
Tenant,NNP,O
NAME,NNP,O
and,CC,O
Address,NNP,O
VIVEK,NNP,B-partytwo
CHANDRA,NNP,I-partytwo
MALLIK,NNP,I-partytwo
1st,CD,O
FLOOR,NNP,O
NO,NNP,O
17,CD,O
6th,CD,O
MAIN,NNP,O
2nd,CD,O
CROSS,NNP,O
VINAYAKA,NNP,O
LAYOUT,NNP,O
CHINNAPANNAHLLI,NNP,O
MARATHAHALLI,NNP,O
BANGALORE,NNP,O
560037,CD,O
SOS,NNP,O
Property,NNP,O
address,NN,O
Schedule,NNP,O
address,NN,O
of,IN,O
which,WDT,O
place,NN,O
you,PRP,O
are,VBP,O
going,VBG,O
to,TO,O
stay,VB,O
use,NN,O
for,IN,O
rent,NN,O
1st,CD,O
FLOOR,NNP,O
NO,NNP,O
17,CD,O
6th,CD,O
MAIN,NNP,O
2nd,CD,O
SOS,NNP,O
CROSS,NNP,O
VINAYAKA,NNP,O
LAYOUT,NNP,O
CHINNAPANNAHLLI,NNP,O
MARATHAHALLI,NNP,O
BANGALORE,NNP,O
560037,CD,O
SOS,NNP,O
Along,NNP,O
with,IN,O
Fittings,NNP,O
and,CC,O
Fixtures,NNP,O
Fans,NNP,O
t2,VBP,O
tNo,JJ,O
xe2,NNP,O
x80,NNP,O
x99s,NNP,O
Tube,NNP,O
lights,NNS,O
t2,VBP,O
No,DT,O
xe2,NNP,O
x80,NNP,O
x99s,NNP,O
Bedrooms,NNP,O
t2,VBD,O
SOS,NNP,O
No,NNP,O
xe2,NNP,O
x80,NNP,O
x99s,NNP,O
Geyser,NNP,O
0,CD,O
No,NNP,O
xe2,NNP,O
x80,NNP,O
x99s,NNP,O
Attached,NNP,O
bathroom,NN,O
toilet,NN,O
Yes,NNP,O
SOS,NNP,O
Cost,NNP,O
Total,NNP,O
charges,VBZ,O
Rs,NNP,O
200,CD,O
for,IN,O
stamp,JJ,O
paper,NN,O
of,IN,O
Rs,NNP,O
20,CD,O
250,CD,O
For,IN,O
stamp,JJ,O
paper,NN,O
ofRs,VBZ,O
50,CD,O
and,CC,O
300,CD,O
for,IN,O
stamp,JJ,O
paper,NN,O
of,IN,O
Rs,NNP,O
100,CD,O
SOS,NNP,O
TAT,NNP,O
2working,CD,O
days,NNS,O
SOS,NNP,O
Note,NNP,O
Stamp,NNP,O
paper,NN,O
value,NN,O
will,MD,O
be,VB,O
depends,NNS,O
on,IN,O
security,NN,O
or,CC,O
advance,NN,O
amount,NN,O
SOS,NNP,O
For,IN,O
eg,NN,O
If,IN,O
the,DT,O
advance,NN,O
below,IN,O
20,CD,O
0,CD,O
then,RB,O
20,CD,O
rupees,NNS,O
stamp,JJ,O
paper,NN,O
is,VBZ,O
required,VBN,O
If,IN,O
it,PRP,O
is,VBZ,O
above,IN,O
20,CD,O
0,CD,O
to,TO,O
below,IN,O
50,CD,O
0,CD,O
then,RB,O
50,CD,O
rupees,NNS,O
stamp,JJ,O
paper,NN,O
is,VBZ,O
required,VBN,O
if,IN,O
it,PRP,O
above,VBD,O
50,CD,O
0,CD,O
the,DT,O
100,CD,O
stamp,JJ,O
paper,NN,O
is,VBZ,O
required,VBN,O
SOS,NNP,O
Signature,NNP,O
of,IN,O
Customer,NNP,O
Applicant,NNP,O
SOS,NNP,O
Tenancy,NNP,O
Agreement,NNP,O
nPerjanjian,JJ,O
Kontrak,NNP,O
Penyewa,NNP,O
SOS,NNP,O
Parties,NNP,O
SOS,NNP,O
THE,NNP,O
AGREEMENT,NNP,O
IS,NNP,O
MADE,NNP,O
IN,NNP,O
DUPLICATE,NNP,O
BETWEEN,NNP,O
NEOH,NNP,B-partyone
GUATWAH,NNP,I-partyone
the,DT,O
Landlord,NNP,O
and,CC,O
the,DT,O
assistant,JJ,O
CLEMENT,NNP,O
NG,NNP,O
CONTACT,NNP,O
NO,NNP,O
126030570,NNP,O
AND,CC,O
the,DT,O
Tenant,NNP,O
s,NN,B-partytwo
NOR,NNP,I-partytwo
AID,NNP,I-partytwo
A,NNP,I-partytwo
BINTI,NNP,I-partytwo
MOHD,NNP,I-partytwo
AZHARI,NNP,I-partytwo
OF,NNP,O
IC,NNP,O
NO,NNP,O
820416,CD,O
15972,CD,O
SOS,NNP,O
Premises,NNP,O
SOS,NNP,O
THE,NNP,O
PARTIES,NNP,O
AGREE,NNP,O
THAT,IN,O
the,DT,O
Landlord,NNP,O
will,MD,O
rent,VB,O
to,TO,O
the,DT,O
Tenant,NNP,O
and,CC,O
the,DT,O
Tenant,NNP,O
will,MD,O
rent,VB,O
from,IN,O
the,DT,O
Landlord,NNP,O
the,DT,O
following,JJ,O
residential,JJ,O
premises,NNS,O
SOS,NNP,O
NO,NNP,O
4,CD,O
JALAN,NNP,O
CHENG,NNP,O
PERDANA,NNP,O
1,CD,O
3,CD,O
TAMAN,NNP,O
CHENG,NNP,O
PERDANA,NNP,O
75250,CD,O
MELAKA,NNP,O
SOS,NNP,O
Contract,NNP,O
Period,NNP,O
SOS,NNP,O
The,DT,O
tenancy,NN,O
is,VBZ,O
to,TO,O
begin,VB,O
on,IN,O
1st,CD,B-startdate
JANUARY,NNP,I-startdate
2014,CD,I-startdate
and,CC,O
is,VBZ,O
RENEWAL,NNP,O
EVERY,NNP,O
YEAR,NN,O
Minimum,NNP,O
contract,NN,O
period,NN,O
is,VBZ,O
1,CD,B-end
Year,NN,I-end
SOS,NNP,O
TERMS,NNP,O
SOS,NNP,O
The,DT,O
tenant,NN,O
agrees,VBZ,O
to,TO,O
pay,VB,O
in,IN,O
advance,NN,O
of,IN,O
TWO,NNP,O
MONTHS,NNP,O
months,NNS,O
of,IN,O
RM750,NNP,O
per,IN,O
month,NN,O
by,IN,O
25,CD,O
DECEMBER,NNP,O
2013,CD,O
This,DT,O
agreement,NN,O
shall,MD,O
commence,VB,O
on,IN,O
1st,CD,B-startdate
JANUARY,NNP,I-startdate
2014,CD,I-startdate
If,IN,O
the,DT,O
tenant,NN,O
should,MD,O
move,VB,O
from,IN,O
the,DT,O
premises,NNS,O
prior,RB,O
to,TO,O
the,DT,O
expiration,NN,O
of,IN,O
this,DT,O
time,NN,O
period,NN,O
he,PRP,O
shall,MD,O
be,VB,O
liable,JJ,O
for,IN,O
all,DT,O
rent,NN,O
due,JJ,O
until,IN,O
such,JJ,O
time,NN,O
that,IN,O
the,DT,O
tenant,NN,O
is,VBZ,O
occupied,VBN,O
by,IN,O
an,DT,O
OWNER,NNP,O
approved,VBD,O
paying,VBG,O
tenant,NN,O
and,CC,O
or,CC,O
expiration,NN,O
of,IN,O
said,VBD,O
time,NN,O
period,NN,O
whichever,WDT,O
is,VBZ,O
shorter,JJR,O
SOS,NNP,O
For,IN,O
the,DT,O
TWO,NNP,O
MONTHS,NNP,O
deposit,NN,O
SOS,NNP,O
1,CD,O
Month,NNP,O
will,MD,O
be,VB,O
used,VBN,O
for,IN,O
booking,VBG,O
and,CC,O
paid,VBN,O
for,IN,O
the,DT,O
month,NN,O
of,IN,O
JANUARY,NNP,O
SOS,NNP,O
2014,CD,O
1,CD,O
bulan,NN,O
bayar,NN,O
untuk,JJ,O
booking,VBG,O
pada,NN,O
bulan,NN,O
Januari,NNP,O
2014,CD,O
SOS,NNP,O
t1,JJ,O
Month,NNP,O
will,MD,O
be,VB,O
used,VBN,O
for,IN,O
the,DT,O
notice,NN,O
on,IN,O
the,DT,O
last,JJ,O
month,NN,O
of,IN,O
stay,NN,O
1,CD,O
bulcin,NN,O
SOS,NNP,O
untuk,JJ,O
notis,NN,O
pada,NN,O
bulan,NN,O
terakhir,VBP,O
SOS,NNP,O
PAYMENTS,NNP,O
SOS,NNP,O
Rent,NNP,O
and,CC,O
or,CC,O
other,JJ,O
charges,NNS,O
are,VBP,O
to,TO,O
be,VB,O
paid,VBN,O
Oil,NNP,O
every,DT,O
first,JJ,O
week,NN,O
of,IN,O
every,DT,O
SOS,NNP,O
month,NN,O
All,DT,O
payments,NNS,O
are,VBP,O
to,TO,O
be,VB,O
made,VBN,O
by,IN,O
cheque,NN,O
or,CC,O
cash,NN,O
or,CC,O
credit,NN,O
to,TO,O
the,DT,O
banking,NN,O
account,NN,O
SOS,NNP,O
Pembayaran,NNP,O
sewa,NN,O
mesti,NN,O
dibuat,NN,O
pada,NN,O
minggu,NN,O
pertama,NN,O
setiap,NN,O
bulan,NN,O
SOS,NNP,O
UTILITIES,NNP,O
SOS,NNP,O
Tenant,NNP,O
agrees,VBZ,O
to,TO,O
pay,VB,O
all,DT,O
utilities,NNS,O
Water,NNP,O
Electricity,NNP,O
Indah,NNP,O
Water,NNP,O
and,CC,O
Telephone,NNP,O
Bills,NNP,O
A,NNP,O
deposit,NN,O
of,IN,O
RM300,NNP,O
is,VBZ,O
required,VBN,O
for,IN,O
Utilities,NNS,O
and,CC,O
will,MD,O
be,VB,O
returned,VBN,O
to,TO,O
tenant,VB,O
if,IN,O
all,PDT,O
the,DT,O
utility,NN,O
bills,NNS,O
are,VBP,O
cleared,VBN,O
SOS,NNP,O
RENTAL,NNP,O
PROPERTY,NNP,O
RULES,NNP,O
OF,NNP,O
CONDUCT,NNP,O
SOS,NNP,O
This,DT,O
addendum,NN,O
to,TO,O
the,DT,O
rental,JJ,O
agreement,NN,O
executed,VBD,O
between,IN,O
the,DT,O
parties,NNS,O
contains,VBZ,O
additional,JJ,O
rules,NNS,O
and,CC,O
regulations,NNS,O
intended,VBN,O
to,TO,O
help,VB,O
secure,VB,O
the,DT,O
comfort,NN,O
and,CC,O
safety,NN,O
of,IN,O
residents,NNS,O
and,CC,O
their,PRP$,O
neighbours,NNS,O
SOS,NNP,O
ALTERATIONS,NNP,O
SOS,NNP,O
Tenant,NNP,O
shall,MD,O
not,RB,O
make,VB,O
any,DT,O
alterations,NNS,O
to,TO,O
the,DT,O
premises,NNS,O
including,VBG,O
but,CC,O
not,RB,O
limited,JJ,O
to,TO,O
installing,VBG,O
aerials,NNS,O
lighting,VBG,O
fixtures,NNS,O
washing,VBG,O
machines,NNS,O
dryers,NNS,O
or,CC,O
other,JJ,O
items,NNS,O
without,IN,O
first,JJ,O
obtaining,VBG,O
written,VBN,O
permission,NN,O
from,IN,O
Landlord,NNP,O
provided,VBD,O
however,RB,O
that,IN,O
notwithstanding,VBG,O
such,JJ,O
consent,NN,O
all,DT,O
alterations,NNS,O
including,VBG,O
items,NNS,O
affixed,VBN,O
to,TO,O
the,DT,O
premises,NNS,O
shall,MD,O
become,VB,O
the,DT,O
property,NN,O
of,IN,O
the,DT,O
Lessor,NNP,O
upon,IN,O
termination,NN,O
of,IN,O
the,DT,O
lease,NN,O
SOS,NNP,O
Any,NNP,O
article,NN,O
attached,VBN,O
to,TO,O
the,DT,O
woodwork,NN,O
walls,VBZ,O
floors,NNS,O
or,CC,O
ceilings,NNS,O
shall,MD,O
be,VB,O
the,DT,O
sole,JJ,O
responsibility,NN,O
of,IN,O
Tenant,NNP,O
Tenant,NNP,O
shall,MD,O
be,VB,O
liable,JJ,O
for,IN,O
any,DT,O
repairs,NNS,O
necessary,JJ,O
during,IN,O
or,CC,O
after,IN,O
residency,NN,O
to,TO,O
restore,VB,O
premises,NNS,O
to,TO,O
the,DT,O
original,JJ,O
condition,NN,O
Glue,NNP,O
or,CC,O
tape,VB,O
shall,MD,O
not,RB,O
be,VB,O
used,VBN,O
to,TO,O
affix,VB,O
pictures,NNS,O
or,CC,O
decorations,NNS,O
SOS,NNP,O
Penyewa,NNP,O
tidak,NN,O
dibenarkan,NN,O
mengetuk,NN,O
atau,NN,O
memaku,NN,O
pada,NN,O
mana,NN,O
mana,NN,O
dinding,VBG,O
rumah,JJ,O
kecuali,NN,O
mendapat,NN,O
kebenaran,VBD,O
daripada,JJ,O
tuan,JJ,O
rumah,NN,O
SOS,NNP,O
Tenant,NNP,O
shall,MD,O
not,RB,O
change,VB,O
or,CC,O
install,VB,O
locks,NNS,O
paint,VBP,O
or,CC,O
wallpaper,JJR,O
said,VBD,O
premises,NNS,O
without,IN,O
Landlord,NNP,O
s,NN,O
prior,RB,O
written,VBN,O
consent,NN,O
Tenant,NNP,O
shall,MD,O
not,RB,O
place,VB,O
placards,NNS,O
signs,NNS,O
or,CC,O
other,JJ,O
exhibits,NNS,O
in,IN,O
a,DT,O
window,NN,O
or,CC,O
any,DT,O
other,JJ,O
place,NN,O
where,WRB,O
they,PRP,O
can,MD,O
be,VB,O
viewed,VBN,O
by,IN,O
other,JJ,O
residents,NNS,O
or,CC,O
by,IN,O
the,DT,O
general,JJ,O
public,JJ,O
SOS,NNP,O
ANIMALS,NNP,O
SOS,NNP,O
Birds,NNP,O
dogs,NNS,O
cats,NNS,O
reptiles,NNS,O
or,CC,O
other,JJ,O
animals,NNS,O
will,MD,O
not,RB,O
be,VB,O
permitted,VBN,O
in,IN,O
the,DT,O
premises,NNS,O
at,IN,O
any,DT,O
time,NN,O
SOS,NNP,O
Segala,NNP,O
binatang,VBD,O
kesayangan,JJ,O
seperti,JJ,O
kucing,VBG,O
anjing,VBG,O
burung,NN,O
dan,NN,O
arnab,NN,O
tidak,NN,O
dibenarkan,NN,O
dalam,NN,O
premis,NN,O
pada,NN,O
bila,NN,O
bila,NN,O
masa,NN,O
SOS,NNP,O
ANTENNAS,NNP,O
SOS,NNP,O
Any,NNP,O
antenna,NN,O
or,CC,O
satellite,JJ,O
dish,NN,O
placed,VBN,O
on,IN,O
or,CC,O
attached,VBN,O
on,IN,O
the,DT,O
roof,NN,O
or,CC,O
exterior,JJ,O
walls,NNS,O
of,IN,O
the,DT,O
building,NN,O
without,IN,O
consent,NN,O
of,IN,O
the,DT,O
property,NN,O
owner,NN,O
